"common.name","scientific.name","category","obs.date","count","duration.min","checklist.id","observer.id","num.observers","all.species.reported","distance.km","locality","county","protocol","park","longitude","latitude","OBJECTID_1"
"Nashville Warbler","Leiothlypis ruficapilla","species","2023-07-13","2",25,"S144439055","obsr133376",1,1,1.77,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Northern Flicker","Colaptes auratus","species","2023-07-20","3",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Northern Flicker","Colaptes auratus","issf","2023-07-23","1",195,"S145412817","obsr964676",1,1,4.345,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Northern Parula","Setophaga americana","species","2023-07-04","2",35,"S143589336","obsr3342316",5,1,1.274,"Katahdin Woods & Waters NM--Orin Falls Trail","Penobscot","Traveling","KAWW",-68.7048483,45.9229458,423
"Northern Parula","Setophaga americana","species","2023-07-13","2",81,"S144439327","obsr133376",1,1,5.15,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Northern Parula","Setophaga americana","species","2023-07-20","3",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Ovenbird","Seiurus aurocapilla","species","2023-07-13","1",81,"S144439327","obsr133376",1,1,5.15,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Ovenbird","Seiurus aurocapilla","species","2023-07-20","3",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Pileated Woodpecker","Dryocopus pileatus","species","2023-07-20","2",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Purple Finch","Haemorhous purpureus","species","2023-07-20","1",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Red-breasted Nuthatch","Sitta canadensis","species","2023-07-20","4",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Red-breasted Nuthatch","Sitta canadensis","species","2023-07-13","1",81,"S144439327","obsr133376",1,1,5.15,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Red-breasted Nuthatch","Sitta canadensis","species","2023-07-23","4",195,"S145412817","obsr964676",1,1,4.345,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Red-breasted Nuthatch","Sitta canadensis","species","2023-07-16","5",37,"S144789610","obsr224998",9,1,NA,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Stationary","KAWW",-68.67456,45.8627,423
"Red Crossbill","Loxia curvirostra","species","2023-07-23","2",195,"S145412817","obsr964676",1,1,4.345,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Red Crossbill","Loxia curvirostra","species","2023-07-20","11",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Red-eyed Vireo","Vireo olivaceus","species","2023-07-11","1",NA,"S145115215","obsr633952",1,0,NA,"Katahdin Woods & Waters NM--North Gate Area","Penobscot","Incidental","KAWW",-68.7979376,46.1234871,423
"Red-eyed Vireo","Vireo olivaceus","species","2023-07-16","1",32,"S144789899","obsr224998",9,1,8.505,"Katahdin Woods & Waters NM--Stacyville Road Unit","Penobscot","Traveling","KAWW",-68.5835043,45.88052,423
"Red-eyed Vireo","Vireo olivaceus","species","2023-07-20","7",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Red-eyed Vireo","Vireo olivaceus","species","2023-07-13","3",25,"S144439126","obsr133376",1,1,1.448,"KWWNM - Swift Brook Rd.","Penobscot","Traveling","KAWW",-68.6460672,45.8597118,423
"Red-winged Blackbird","Agelaius phoeniceus","species","2023-07-13","1",25,"S144439126","obsr133376",1,1,1.448,"KWWNM - Swift Brook Rd.","Penobscot","Traveling","KAWW",-68.6460672,45.8597118,423
"Red-winged Blackbird","Agelaius phoeniceus","species","2023-07-20","1",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Ring-necked Duck","Aythya collaris","species","2023-07-20","4",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Scarlet Tanager","Piranga olivacea","species","2023-07-11","1",NA,"S145115215","obsr633952",1,0,NA,"Katahdin Woods & Waters NM--North Gate Area","Penobscot","Incidental","KAWW",-68.7979376,46.1234871,423
"Song Sparrow","Melospiza melodia","species","2023-07-13","1",81,"S144439327","obsr133376",1,1,5.15,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Song Sparrow","Melospiza melodia","species","2023-07-20","1",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Song Sparrow","Melospiza melodia","species","2023-07-13","1",25,"S144439055","obsr133376",1,1,1.77,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Swamp Sparrow","Melospiza georgiana","species","2023-07-13","1",25,"S144439055","obsr133376",1,1,1.77,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Swamp Sparrow","Melospiza georgiana","species","2023-07-20","1",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Swamp Sparrow","Melospiza georgiana","species","2023-07-13","1",81,"S144439327","obsr133376",1,1,5.15,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Swamp Sparrow","Melospiza georgiana","species","2023-07-16","1",37,"S144789610","obsr224998",9,1,NA,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Stationary","KAWW",-68.67456,45.8627,423
"Swainson's Thrush","Catharus ustulatus","species","2023-07-16","1",37,"S144789610","obsr224998",9,1,NA,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Stationary","KAWW",-68.67456,45.8627,423
"Swainson's Thrush","Catharus ustulatus","species","2023-07-23","1",195,"S145412817","obsr964676",1,1,4.345,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Swainson's Thrush","Catharus ustulatus","species","2023-07-04","1",49,"S143565449","obsr3342316",5,1,1.036,"Katahdin Woods & Waters NM--Black Spruce Bog","Penobscot","Traveling","KAWW",-68.7127667,45.8587145,423
"Swainson's Thrush","Catharus ustulatus","species","2023-07-13","1",81,"S144439327","obsr133376",1,1,5.15,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Swainson's Thrush","Catharus ustulatus","species","2023-07-20","1",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Veery","Catharus fuscescens","species","2023-07-20","1",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Veery","Catharus fuscescens","species","2023-07-13","1",81,"S144439327","obsr133376",1,1,5.15,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"White-throated Sparrow","Zonotrichia albicollis","species","2023-07-13","1",81,"S144439327","obsr133376",1,1,5.15,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"White-throated Sparrow","Zonotrichia albicollis","species","2023-07-23","4",195,"S145412817","obsr964676",1,1,4.345,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"White-throated Sparrow","Zonotrichia albicollis","species","2023-07-13","1",25,"S144439055","obsr133376",1,1,1.77,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"White-throated Sparrow","Zonotrichia albicollis","species","2023-07-04","1",49,"S143565449","obsr3342316",5,1,1.036,"Katahdin Woods & Waters NM--Black Spruce Bog","Penobscot","Traveling","KAWW",-68.7127667,45.8587145,423
"White-throated Sparrow","Zonotrichia albicollis","species","2023-07-16","1",32,"S144789899","obsr224998",9,1,8.505,"Katahdin Woods & Waters NM--Stacyville Road Unit","Penobscot","Traveling","KAWW",-68.5835043,45.88052,423
"White-throated Sparrow","Zonotrichia albicollis","species","2023-07-13","2",25,"S144439126","obsr133376",1,1,1.448,"KWWNM - Swift Brook Rd.","Penobscot","Traveling","KAWW",-68.6460672,45.8597118,423
"White-throated Sparrow","Zonotrichia albicollis","species","2023-07-20","8",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"White-winged Crossbill","Loxia leucoptera","species","2023-07-13","10",81,"S144439327","obsr133376",1,1,5.15,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"White-winged Crossbill","Loxia leucoptera","species","2023-07-23","5",195,"S145412817","obsr964676",1,1,4.345,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"White-winged Crossbill","Loxia leucoptera","species","2023-07-20","8",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"White-winged Crossbill","Loxia leucoptera","species","2023-07-13","3",25,"S144439055","obsr133376",1,1,1.77,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Winter Wren","Troglodytes hiemalis","species","2023-07-23","2",195,"S145412817","obsr964676",1,1,4.345,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Winter Wren","Troglodytes hiemalis","species","2023-07-13","1",25,"S144439055","obsr133376",1,1,1.77,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Winter Wren","Troglodytes hiemalis","species","2023-07-20","2",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Winter Wren","Troglodytes hiemalis","species","2023-07-13","1",25,"S144439126","obsr133376",1,1,1.448,"KWWNM - Swift Brook Rd.","Penobscot","Traveling","KAWW",-68.6460672,45.8597118,423
"Winter Wren","Troglodytes hiemalis","species","2023-07-13","1",81,"S144439327","obsr133376",1,1,5.15,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Wood Thrush","Hylocichla mustelina","species","2023-07-20","2",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Yellow-rumped Warbler","Setophaga coronata","issf","2023-07-13","1",25,"S144439055","obsr133376",1,1,1.77,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Yellow-rumped Warbler","Setophaga coronata","issf","2023-07-16","3",37,"S144789610","obsr224998",9,1,NA,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Stationary","KAWW",-68.67456,45.8627,423
"Yellow-rumped Warbler","Setophaga coronata","species","2023-07-20","4",196,"S145110691","obsr211033",1,1,5.756,"Katahdin Woods & Waters NM--Kimball Deadwater","Penobscot","Traveling","KAWW",-68.570495,46.014253,423
"Alder Flycatcher","Empidonax alnorum","species","2023-08-01","1",225,"S146240908","obsr211033",1,1,8.369,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Alder Flycatcher","Empidonax alnorum","species","2023-08-03","1",105,"S146533081","obsr410073",1,1,0.805,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"American Black Duck","Anas rubripes","species","2023-08-03","2",215,"S147084279","obsr231067",2,1,9,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"American Black Duck","Anas rubripes","species","2023-08-17","2",44,"S147506454","obsr199354",1,1,12.762,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"American Goldfinch","Spinus tristis","species","2023-08-06","2",20,"S146991584","obsr1558318",1,0,NA,"Katahdin Woods & Waters NM--Lunksoos Campsites Area","Penobscot","Stationary","KAWW",-68.6133868,45.908995,423
"American Goldfinch","Spinus tristis","species","2023-08-17","2",44,"S147506454","obsr199354",1,1,12.762,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"American Goldfinch","Spinus tristis","species","2023-08-03","1",215,"S147084279","obsr231067",2,1,9,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"American Kestrel","Falco sparverius","species","2023-08-01","1",225,"S146240908","obsr211033",1,1,8.369,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"American Kestrel","Falco sparverius","species","2023-08-04","1",60,"S146535252","obsr410073",1,1,0.161,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"American Redstart","Setophaga ruticilla","species","2023-08-03","2",300,"S146533929","obsr410073",1,1,8.449,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"American Robin","Turdus migratorius","species","2023-08-04","2",60,"S146535252","obsr410073",1,1,0.161,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"American Robin","Turdus migratorius","species","2023-08-01","2",225,"S146240908","obsr211033",1,1,8.369,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"American Robin","Turdus migratorius","species","2023-08-10","1",300,"S147346932","obsr138659",1,1,9.978,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"American Robin","Turdus migratorius","species","2023-08-03","1",215,"S147084279","obsr231067",2,1,9,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"American Robin","Turdus migratorius","species","2023-08-03","4",300,"S146533929","obsr410073",1,1,8.449,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"American Robin","Turdus migratorius","species","2023-08-16","2",51,"S147491652","obsr115891",2,1,0.132,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"American Robin","Turdus migratorius","species","2023-08-06","3",20,"S146991584","obsr1558318",1,0,NA,"Katahdin Woods & Waters NM--Lunksoos Campsites Area","Penobscot","Stationary","KAWW",-68.6133868,45.908995,423
"Bay-breasted Warbler","Setophaga castanea","species","2023-08-03","1",300,"S146533929","obsr410073",1,1,8.449,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-and-white Warbler","Mniotilta varia","species","2023-08-16","1",70,"S147491604","obsr115891",2,1,0.159,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Black-and-white Warbler","Mniotilta varia","species","2023-08-03","2",300,"S146533929","obsr410073",1,1,8.449,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-and-white Warbler","Mniotilta varia","species","2023-08-02","2",390,"S146532258","obsr410073",1,1,0.805,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Black-and-white Warbler","Mniotilta varia","species","2023-08-01","1",225,"S146240908","obsr211033",1,1,8.369,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-and-white Warbler","Mniotilta varia","species","2023-08-03","2",215,"S147084279","obsr231067",2,1,9,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Belted Kingfisher","Megaceryle alcyon","species","2023-08-01","2",225,"S146240908","obsr211033",1,1,8.369,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Belted Kingfisher","Megaceryle alcyon","species","2023-08-02","1",390,"S146532258","obsr410073",1,1,0.805,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Belted Kingfisher","Megaceryle alcyon","species","2023-08-16","1",51,"S147491652","obsr115891",2,1,0.132,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Belted Kingfisher","Megaceryle alcyon","species","2023-08-03","1",215,"S147084279","obsr231067",2,1,9,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Belted Kingfisher","Megaceryle alcyon","species","2023-08-04","1",60,"S146535252","obsr410073",1,1,0.161,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Black-billed Cuckoo","Coccyzus erythropthalmus","species","2023-08-16","1",11,"S147491700","obsr115891",1,1,0.136,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Black-capped Chickadee","Poecile atricapillus","species","2023-08-02","4",390,"S146532258","obsr410073",1,1,0.805,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Black-capped Chickadee","Poecile atricapillus","species","2023-08-16","1",43,"S147491761","obsr115891",2,1,NA,"Katahdin Woods & Waters NM--Scenic Overlook Mile 6.2","Penobscot","Stationary","KAWW",-68.7472567,45.8458566,423
"Black-capped Chickadee","Poecile atricapillus","species","2023-08-16","5",70,"S147491604","obsr115891",2,1,0.159,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Black-capped Chickadee","Poecile atricapillus","species","2023-08-06","5",20,"S146991584","obsr1558318",1,0,NA,"Katahdin Woods & Waters NM--Lunksoos Campsites Area","Penobscot","Stationary","KAWW",-68.6133868,45.908995,423
"Black-capped Chickadee","Poecile atricapillus","species","2023-08-16","2",51,"S147491652","obsr115891",2,1,0.132,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Black-capped Chickadee","Poecile atricapillus","species","2023-08-17","2",44,"S147506454","obsr199354",1,1,12.762,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Black-capped Chickadee","Poecile atricapillus","species","2023-08-10","3",300,"S147346932","obsr138659",1,1,9.978,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-capped Chickadee","Poecile atricapillus","species","2023-08-01","9",225,"S146240908","obsr211033",1,1,8.369,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-capped Chickadee","Poecile atricapillus","species","2023-08-03","4",215,"S147084279","obsr231067",2,1,9,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-capped Chickadee","Poecile atricapillus","species","2023-08-04","3",60,"S146535252","obsr410073",1,1,0.161,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Black-capped Chickadee","Poecile atricapillus","species","2023-08-30","1",22,"S148619545","obsr1070306",2,1,7.958,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Black-capped Chickadee","Poecile atricapillus","species","2023-08-03","9",300,"S146533929","obsr410073",1,1,8.449,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-capped Chickadee","Poecile atricapillus","species","2023-08-03","3",105,"S146533081","obsr410073",1,1,0.805,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Blue Jay","Cyanocitta cristata","species","2023-08-04","2",60,"S146535252","obsr410073",1,1,0.161,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Blue Jay","Cyanocitta cristata","species","2023-08-10","1",300,"S147346932","obsr138659",1,1,9.978,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue Jay","Cyanocitta cristata","species","2023-08-01","5",225,"S146240908","obsr211033",1,1,8.369,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue Jay","Cyanocitta cristata","species","2023-08-16","1",7,"S147643042","obsr115891",1,1,NA,"Hauling Rd 1, Stacyville US-ME 45.91354, -68.73934","Penobscot","Stationary","KAWW",-68.739341,45.913538,423
"Blue Jay","Cyanocitta cristata","species","2023-08-03","3",300,"S146533929","obsr410073",1,1,8.449,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Blue Jay","Cyanocitta cristata","species","2023-08-30","5",22,"S148619545","obsr1070306",2,1,7.958,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Blue Jay","Cyanocitta cristata","species","2023-08-03","2",105,"S146533081","obsr410073",1,1,0.805,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Blue Jay","Cyanocitta cristata","species","2023-08-03","1",215,"S147084279","obsr231067",2,1,9,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Boreal Chickadee","Poecile hudsonicus","species","2023-08-01","2",225,"S146240908","obsr211033",1,1,8.369,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Broad-winged Hawk","Buteo platypterus","species","2023-08-16","1",NA,"S147491734","obsr115891",2,0,NA,"Katahdin Woods and Waters National Monument, Stacyville US-ME 45.84335, -68.72204","Penobscot","Incidental","KAWW",-68.722035,45.843351,423
"Broad-winged Hawk","Buteo platypterus","species","2023-08-03","1",300,"S146533929","obsr410073",1,1,8.449,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Broad-winged Hawk","Buteo platypterus","species","2023-08-10","1",300,"S147346932","obsr138659",1,1,9.978,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2023-08-03","2",300,"S146533929","obsr410073",1,1,8.449,"Katahdin Woods & Waters NM--Barnard Mountain Area","Penobscot","Traveling","KAWW",-68.7543243,45.9303624,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2023-08-03","2",215,"S147084279","obsr231067",2,1,9,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue-headed Vireo","Vireo solitarius","species","2023-08-03","1",215,"S147084279","obsr231067",2,1,9,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue-headed Vireo","Vireo solitarius","species","2023-08-01","1",225,"S146240908","obsr211033",1,1,8.369,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue-headed Vireo","Vireo solitarius","species","2023-08-10","1",300,"S147346932","obsr138659",1,1,9.978,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Canada Goose","Branta canadensis","species","2023-08-03","8",105,"S146533081","obsr410073",1,1,0.805,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Canada Goose","Branta canadensis","species","2023-08-02","6",390,"S146532258","obsr410073",1,1,0.805,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Canada Goose","Branta canadensis","species","2023-08-03","8",30,"S146534878","obsr410073",1,1,0.161,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Cedar Waxwing","Bombycilla cedrorum","species","2023-08-17","8",44,"S147506454","obsr199354",1,1,12.762,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Cedar Waxwing","Bombycilla cedrorum","species","2023-08-02","10",390,"S146532258","obsr410073",1,1,0.805,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Cedar Waxwing","Bombycilla cedrorum","species","2023-08-06","1",20,"S146991584","obsr1558318",1,0,NA,"Katahdin Woods & Waters NM--Lunksoos Campsites Area","Penobscot","Stationary","KAWW",-68.6133868,45.908995,423
"Cedar Waxwing","Bombycilla cedrorum","species","2023-08-16","5",43,"S147491761","obsr115891",2,1,NA,"Katahdin Woods & Waters NM--Scenic Overlook Mile 6.2","Penobscot","Stationary","KAWW",-68.7472567,45.8458566,423
"Cedar Waxwing","Bombycilla cedrorum","species","2023-08-03","12",215,"S147084279","obsr231067",2,1,9,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Cedar Waxwing","Bombycilla cedrorum","species","2023-08-03","8",30,"S146534878","obsr410073",1,1,0.161,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Cedar Waxwing","Bombycilla cedrorum","species","2023-08-16","4",70,"S147491604","obsr115891",2,1,0.159,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Cedar Waxwing","Bombycilla cedrorum","species","2023-08-16","2",11,"S147491700","obsr115891",1,1,0.136,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Cedar Waxwing","Bombycilla cedrorum","species","2023-08-16","3",51,"S147491652","obsr115891",2,1,0.132,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
