"common.name","scientific.name","category","obs.date","count","duration.min","checklist.id","observer.id","num.observers","all.species.reported","distance.km","locality","county","protocol","park","longitude","latitude","OBJECTID_1"
"Yellow-bellied Flycatcher","Empidonax flaviventris","species","1996-07-18","1",NA,"S2960578","obsr127757",NA,0,NA,"ME--Penobscot--E Branch Penobscot River","Penobscot","Incidental","KAWW",-68.799305,46.1046014,423
"American Black Duck","Anas rubripes","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Barn Swallow","Hirundo rustica","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Raven","Corvus corax","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Yellowthroat","Geothlypis trichas","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Eastern Kingbird","Tyrannus tyrannus","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Gray Catbird","Dumetella carolinensis","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Northern Mockingbird","Mimus polyglottos","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Osprey","Pandion haliaetus","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Ruffed Grouse","Bonasa umbellus","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Savannah Sparrow","Passerculus sandwichensis","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Song Sparrow","Melospiza melodia","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Turkey Vulture","Cathartes aura","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Wild Turkey","Meleagris gallopavo","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Northern Yellow Warbler","Setophaga aestiva","species","2009-05-04","X",840,"S62792264","obsr1462712",1,1,19.312,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"American Black Duck","Anas rubripes","species","2014-04-25","2",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"American Robin","Turdus migratorius","species","2014-04-25","X",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"American Three-toed Woodpecker","Picoides dorsalis","species","2014-04-25","3",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Bald Eagle","Haliaeetus leucocephalus","species","2014-04-25","2",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Black-backed Woodpecker","Picoides arcticus","species","2014-04-25","1",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Black-capped Chickadee","Poecile atricapillus","species","2014-04-25","12",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Blue Jay","Cyanocitta cristata","species","2014-04-25","2",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Boreal Chickadee","Poecile hudsonicus","species","2014-04-25","7",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Broad-winged Hawk","Buteo platypterus","species","2014-04-25","4",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Common Goldeneye","Bucephala clangula","species","2014-04-25","6",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Common Loon","Gavia immer","species","2014-04-25","2",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Common Merganser","Mergus merganser","species","2014-04-25","4",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Dark-eyed Junco","Junco hyemalis","species","2014-04-25","10",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Downy Woodpecker","Dryobates pubescens","species","2014-04-25","1",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Golden-crowned Kinglet","Regulus satrapa","species","2014-04-25","5",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Greater Scaup","Aythya marila","species","2014-04-25","2",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Canada Jay","Perisoreus canadensis","species","2014-04-25","2",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Hairy Woodpecker","Leuconotopicus villosus","species","2014-04-25","1",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Hermit Thrush","Catharus guttatus","species","2014-04-25","1",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Hooded Merganser","Lophodytes cucullatus","species","2014-04-25","5",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Mallard","Anas platyrhynchos","species","2014-04-25","1",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Mourning Dove","Zenaida macroura","species","2014-04-25","1",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Northern Flicker","Colaptes auratus","species","2014-04-25","9",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Northern Shrike","Lanius borealis","species","2014-04-25","2",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Pileated Woodpecker","Dryocopus pileatus","species","2014-04-25","2",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Red-breasted Nuthatch","Sitta canadensis","species","2014-04-25","5",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Ring-necked Duck","Aythya collaris","species","2014-04-25","8",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Ruffed Grouse","Bonasa umbellus","species","2014-04-25","4",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Spruce Grouse","Canachites canadensis","species","2014-04-25","3",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"White-crowned Sparrow","Zonotrichia leucophrys","species","2014-04-25","1",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Winter Wren","Troglodytes hiemalis","species","2014-04-25","2",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"Wood Duck","Aix sponsa","species","2014-04-25","8",440,"S127676468","obsr345067",4,1,19.312,"North Maine Woods Association Land","Penobscot","Traveling","KAWW",-68.7316976,45.8311,423
"American Redstart","Setophaga ruticilla","species","2014-06-28","3",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"American Redstart","Setophaga ruticilla","species","2014-06-28","3",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"American Redstart","Setophaga ruticilla","species","2014-06-28","3",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"American Robin","Turdus migratorius","species","2014-06-28","2",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"American Robin","Turdus migratorius","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"American Robin","Turdus migratorius","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Black-and-white Warbler","Mniotilta varia","species","2014-06-28","2",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Black-and-white Warbler","Mniotilta varia","species","2014-06-28","2",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Black-and-white Warbler","Mniotilta varia","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Black-and-white Warbler","Mniotilta varia","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Belted Kingfisher","Megaceryle alcyon","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Belted Kingfisher","Megaceryle alcyon","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Belted Kingfisher","Megaceryle alcyon","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Blackburnian Warbler","Setophaga fusca","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Blackburnian Warbler","Setophaga fusca","species","2014-06-28","2",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Blackburnian Warbler","Setophaga fusca","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Black-backed Woodpecker","Picoides arcticus","species","2014-06-28","1",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Black-backed Woodpecker","Picoides arcticus","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Black-backed Woodpecker","Picoides arcticus","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Black-backed Woodpecker","Picoides arcticus","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Blue Jay","Cyanocitta cristata","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Blue Jay","Cyanocitta cristata","species","2014-06-28","2",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Blue Jay","Cyanocitta cristata","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Boreal Chickadee","Poecile hudsonicus","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Boreal Chickadee","Poecile hudsonicus","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Boreal Chickadee","Poecile hudsonicus","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2014-06-28","6",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2014-06-28","6",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2014-06-28","6",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Black-throated Green Warbler","Setophaga virens","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Blue-headed Vireo","Vireo solitarius","species","2014-06-28","6",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Blue-headed Vireo","Vireo solitarius","species","2014-06-28","4",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Blue-headed Vireo","Vireo solitarius","species","2014-06-28","6",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Blue-headed Vireo","Vireo solitarius","species","2014-06-28","6",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Canada Warbler","Cardellina canadensis","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Canada Warbler","Cardellina canadensis","species","2014-06-28","2",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Canada Warbler","Cardellina canadensis","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Cedar Waxwing","Bombycilla cedrorum","species","2014-06-28","10",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Cedar Waxwing","Bombycilla cedrorum","species","2014-06-28","10",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Cedar Waxwing","Bombycilla cedrorum","species","2014-06-28","10",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Chipping Sparrow","Spizella passerina","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Chipping Sparrow","Spizella passerina","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Chipping Sparrow","Spizella passerina","species","2014-06-28","2",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Chimney Swift","Chaetura pelagica","species","2014-06-28","5",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Chimney Swift","Chaetura pelagica","species","2014-06-28","5",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Chimney Swift","Chaetura pelagica","species","2014-06-28","5",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Chestnut-sided Warbler","Setophaga pensylvanica","species","2014-06-28","3",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Chestnut-sided Warbler","Setophaga pensylvanica","species","2014-06-28","3",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Chestnut-sided Warbler","Setophaga pensylvanica","species","2014-06-28","3",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Common Nighthawk","Chordeiles minor","species","2014-06-28","1",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Common Raven","Corvus corax","species","2014-06-28","4",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Common Raven","Corvus corax","species","2014-06-28","1",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Common Raven","Corvus corax","species","2014-06-28","4",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Common Raven","Corvus corax","species","2014-06-28","4",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Common Yellowthroat","Geothlypis trichas","species","2014-06-28","4",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Common Yellowthroat","Geothlypis trichas","species","2014-06-28","4",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Common Yellowthroat","Geothlypis trichas","species","2014-06-28","4",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Dark-eyed Junco","Junco hyemalis","species","2014-06-28","2",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Dark-eyed Junco","Junco hyemalis","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Dark-eyed Junco","Junco hyemalis","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Dark-eyed Junco","Junco hyemalis","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Eastern Phoebe","Sayornis phoebe","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Eastern Phoebe","Sayornis phoebe","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Eastern Phoebe","Sayornis phoebe","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Fox Sparrow","Passerella iliaca","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Fox Sparrow","Passerella iliaca","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Fox Sparrow","Passerella iliaca","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Golden-crowned Kinglet","Regulus satrapa","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Golden-crowned Kinglet","Regulus satrapa","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Golden-crowned Kinglet","Regulus satrapa","species","2014-06-28","3",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Golden-crowned Kinglet","Regulus satrapa","species","2014-06-28","4",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Hairy Woodpecker","Leuconotopicus villosus","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Hairy Woodpecker","Leuconotopicus villosus","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Hairy Woodpecker","Leuconotopicus villosus","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Hermit Thrush","Catharus guttatus","species","2014-06-28","1",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Hermit Thrush","Catharus guttatus","species","2014-06-28","2",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Hermit Thrush","Catharus guttatus","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Hermit Thrush","Catharus guttatus","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Magnolia Warbler","Setophaga magnolia","species","2014-06-28","8",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Magnolia Warbler","Setophaga magnolia","species","2014-06-28","8",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Magnolia Warbler","Setophaga magnolia","species","2014-06-28","8",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Magnolia Warbler","Setophaga magnolia","species","2014-06-28","2",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Nashville Warbler","Leiothlypis ruficapilla","species","2014-06-28","4",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Nashville Warbler","Leiothlypis ruficapilla","species","2014-06-28","5",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Nashville Warbler","Leiothlypis ruficapilla","species","2014-06-28","5",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Nashville Warbler","Leiothlypis ruficapilla","species","2014-06-28","5",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Northern Flicker","Colaptes auratus","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
